"","transect","start_x","start_y","direction","x","y","specifiedInclProb","AdjustedInclProb","cluster","x.1","y.1","longitude","latitude"
"1",1,351349.273936845,6287342.88548791,327.272727272727,351619.594345573,6286922.2587215,0.00426652675367562,0.00426652675367562,"NPZ1",115.401759257468,-33.5470345118928,"115.24.63E","33.32.493S"
"2",1,351349.273936845,6287342.88548791,327.272727272727,351484.434141209,6287132.5721047,0.00426652675367562,0.00426652675367562,"NPZ1",115.400338857353,-33.5451195156431,"115.24.12E","33.32.424S"
"3",1,351349.273936845,6287342.88548791,327.272727272727,351349.273936845,6287342.88548791,0.00426652675367562,0.00426652675367562,"NPZ1",115.398918518837,-33.5432045043717,"115.23.561E","33.32.355S"
"4",1,351349.273936845,6287342.88548791,327.272727272727,351214.113732481,6287553.19887112,0.00426652675367562,0.00426652675367562,"NPZ1",115.397498241914,-33.5412894780822,"115.23.510E","33.32.286S"
"5",1,351349.273936845,6287342.88548791,327.272727272727,351078.953528117,6287763.51225433,0.00426652675367562,0.00426652675367562,"NPZ1",115.396078026574,-33.5393744367781,"115.23.459E","33.32.217S"
"6",2,349493.273936845,6286234.88548791,294.545454545455,349948.089934522,6286027.17798141,0.00426652675367562,0.00426652675367562,"NPZ2",115.383610989986,-33.554870859499,"115.23.10E","33.33.175S"
"7",2,349493.273936845,6286234.88548791,294.545454545455,349720.681935684,6286131.03173466,0.00426652675367562,0.00426652675367562,"NPZ2",115.381179627742,-33.5539025141369,"115.22.522E","33.33.140S"
"8",2,349493.273936845,6286234.88548791,294.545454545455,349493.273936845,6286234.88548791,0.00426652675367562,0.00426652675367562,"NPZ2",115.378748321357,-33.5529341224765,"115.22.435E","33.33.106S"
"9",2,349493.273936845,6286234.88548791,294.545454545455,349265.865938006,6286338.73924116,0.00426652675367562,0.00426652675367562,"NPZ2",115.376317070833,-33.5519656845232,"115.22.347E","33.33.71S"
"10",2,349493.273936845,6286234.88548791,294.545454545455,349038.457939168,6286442.59299441,0.00426652675367562,0.00426652675367562,"NPZ2",115.373885876171,-33.5509972002822,"115.22.260E","33.33.36S"
"11",3,350421.273936845,6286788.88548791,327.272727272727,350691.594345573,6286368.2587215,0.00426652675367562,0.00426652675367562,"NPZ3",115.391674407835,-33.5518999706559,"115.23.300E","33.33.68S"
"12",3,350421.273936845,6286788.88548791,327.272727272727,350556.434141209,6286578.5721047,0.00426652675367562,0.00426652675367562,"NPZ3",115.390254160083,-33.549984864337,"115.23.249E","33.32.599S"
"13",3,350421.273936845,6286788.88548791,327.272727272727,350421.273936845,6286788.88548791,0.00426652675367562,0.00426652675367562,"NPZ3",115.388833973932,-33.5480697430102,"115.23.198E","33.32.531S"
"14",3,350421.273936845,6286788.88548791,327.272727272727,350286.113732481,6286999.19887112,0.00426652675367562,0.00426652675367562,"NPZ3",115.387413849375,-33.546154606679,"115.23.147E","33.32.462S"
"15",3,350421.273936845,6286788.88548791,327.272727272727,350150.953528117,6287209.51225433,0.00426652675367562,0.00426652675367562,"NPZ3",115.385993786403,-33.5442394553471,"115.23.96E","33.32.393S"
"16",1,334877.273936845,6285680.88548791,65.4545454545455,334422.457939168,6285473.17798141,0.00232362334530215,0.00232362334530215,"HPZ1",115.216330506951,-33.5575691395329,"115.12.588E","33.33.272S"
"17",1,334877.273936845,6285680.88548791,65.4545454545455,334649.865938006,6285577.03173466,0.00232362334530215,0.00232362334530215,"HPZ1",115.218798429229,-33.5566681441857,"115.13.77E","33.33.240S"
"18",1,334877.273936845,6285680.88548791,65.4545454545455,334877.273936845,6285680.88548791,0.00232362334530215,0.00232362334530215,"HPZ1",115.221266302094,-33.5557670978017,"115.13.166E","33.33.208S"
"19",1,334877.273936845,6285680.88548791,65.4545454545455,335104.681935684,6285784.73924116,0.00232362334530215,0.00232362334530215,"HPZ1",115.223734125544,-33.5548660003856,"115.13.254E","33.33.175S"
"20",1,334877.273936845,6285680.88548791,65.4545454545455,335332.089934522,6285888.59299441,0.00232362334530215,0.00232362334530215,"HPZ1",115.226201899574,-33.5539648519425,"115.13.343E","33.33.143S"
"21",2,334181.273936845,6281802.88548791,130.909090909091,333803.399149668,6282130.31585488,0.00400595783376242,0.00400595783376242,"HPZ2",115.209042185153,-33.5876092181114,"115.12.326E","33.35.154S"
"22",2,334181.273936845,6281802.88548791,130.909090909091,333992.336543256,6281966.6006714,0.00400595783376242,0.00400595783376242,"HPZ2",115.211046863231,-33.5891145757934,"115.12.398E","33.35.208S"
"23",2,334181.273936845,6281802.88548791,130.909090909091,334181.273936845,6281802.88548791,0.00400595783376242,0.00400595783376242,"HPZ2",115.213051611288,-33.5906199029203,"115.12.470E","33.35.262S"
"24",2,334181.273936845,6281802.88548791,130.909090909091,334370.211330434,6281639.17030443,0.00373670341307269,0.00373670341307269,"HPZ2",115.215056429329,-33.5921251994867,"115.12.542E","33.35.317S"
"25",2,334181.273936845,6281802.88548791,130.909090909091,334559.148724022,6281475.45512094,0.00373670341307269,0.00373670341307269,"HPZ2",115.217061317358,-33.593630465487,"115.13.14E","33.35.371S"
"26",3,334877.273936845,6282633.88548791,32.7272727272727,334606.953528117,6282213.2587215,0.00400595783376242,0.00400595783376242,"HPZ3",115.217713113326,-33.5869864826123,"115.13.38E","33.35.132S"
"27",3,334877.273936845,6282633.88548791,32.7272727272727,334742.113732481,6282423.5721047,0.00400595783376242,0.00400595783376242,"HPZ3",115.219207957437,-33.5851114410855,"115.13.91E","33.35.64S"
"28",3,334877.273936845,6282633.88548791,32.7272727272727,334877.273936845,6282633.88548791,0.00400595783376242,0.00400595783376242,"HPZ3",115.220702735786,-33.5832363788288,"115.13.145E","33.34.597S"
"29",3,334877.273936845,6282633.88548791,32.7272727272727,335012.434141209,6282844.19887112,0.00400595783376242,0.00400595783376242,"HPZ3",115.222197448382,-33.581361295846,"115.13.199E","33.34.529S"
"30",3,334877.273936845,6282633.88548791,32.7272727272727,335147.594345573,6283054.51225433,0.00400595783376242,0.00400595783376242,"HPZ3",115.223692095231,-33.5794861921409,"115.13.253E","33.34.462S"
"31",1,321885.273936845,6301746.88548791,65.4545454545455,321430.457939168,6301539.17798141,7.47477331059209e-05,7.47477331059209e-05,"SPZ1",115.079641369272,-33.4106456286977,"115.4.467E","33.24.383S"
"32",1,321885.273936845,6301746.88548791,65.4545454545455,321657.865938006,6301643.03173466,7.47477331059209e-05,7.47477331059209e-05,"SPZ1",115.082106331589,-33.4097472410289,"115.4.556E","33.24.351S"
"33",1,321885.273936845,6301746.88548791,65.4545454545455,321885.273936845,6301746.88548791,7.47477331059209e-05,7.47477331059209e-05,"SPZ1",115.08457124513,-33.408848802416,"115.5.45E","33.24.319S"
"34",1,321885.273936845,6301746.88548791,65.4545454545455,322112.681935684,6301850.73924116,7.47477331059209e-05,7.47477331059209e-05,"SPZ1",115.087036109892,-33.4079503128638,"115.5.133E","33.24.286S"
"35",1,321885.273936845,6301746.88548791,65.4545454545455,322340.089934522,6301954.59299441,7.47477331059209e-05,7.47477331059209e-05,"SPZ1",115.089500925873,-33.4070517723774,"115.5.222E","33.24.254S"
"36",2,363181.273936845,6304239.88548791,32.7272727272727,362910.953528117,6303819.2587215,0.000130711068302956,0.000130711068302956,"SPZ2",115.525926908632,-33.3961895245397,"115.31.333E","33.23.463S"
"37",2,363181.273936845,6304239.88548791,32.7272727272727,363046.113732481,6304029.5721047,0.000130711068302956,0.000130711068302956,"SPZ2",115.527411812333,-33.3943104210715,"115.31.387E","33.23.395S"
"38",2,363181.273936845,6304239.88548791,32.7272727272727,363181.273936845,6304239.88548791,0.000199391753358287,0.000199391753358287,"SPZ2",115.528896651211,-33.3924312975244,"115.31.440E","33.23.328S"
"39",2,363181.273936845,6304239.88548791,32.7272727272727,363316.434141209,6304450.19887112,0.000199391753358287,0.000199391753358287,"SPZ2",115.530381425276,-33.3905521539019,"115.31.494E","33.23.260S"
"40",2,363181.273936845,6304239.88548791,32.7272727272727,363451.594345573,6304660.51225433,0.000199391753358287,0.000199391753358287,"SPZ2",115.531866134534,-33.388672990208,"115.31.547E","33.23.192S"
"41",3,343925.273936845,6300638.88548791,0,343925.273936845,6300138.88548791,7.47477331059209e-05,7.47477331059209e-05,"SPZ3",115.321213415209,-33.4267789131374,"115.19.164E","33.25.364S"
"42",3,343925.273936845,6300638.88548791,0,343925.273936845,6300388.88548791,7.47477331059209e-05,7.47477331059209e-05,"SPZ3",115.321256812689,-33.424524944065,"115.19.165E","33.25.283S"
"43",3,343925.273936845,6300638.88548791,0,343925.273936845,6300638.88548791,7.47477331059209e-05,7.47477331059209e-05,"SPZ3",115.32130020534,-33.4222709741224,"115.19.167E","33.25.202S"
"44",3,343925.273936845,6300638.88548791,0,343925.273936845,6300888.88548791,7.47477331059209e-05,7.47477331059209e-05,"SPZ3",115.321343593162,-33.4200170033097,"115.19.168E","33.25.121S"
"45",3,343925.273936845,6300638.88548791,0,343925.273936845,6301138.88548791,7.47477331059209e-05,7.47477331059209e-05,"SPZ3",115.321386976155,-33.4177630316267,"115.19.170E","33.25.39S"
"46",4,332093.273936845,6305901.88548791,327.272727272727,332363.594345573,6305481.2587215,7.47477331059209e-05,7.47477331059209e-05,"SPZ4",115.197899153647,-33.3768704951213,"115.11.524E","33.22.367S"
"47",4,332093.273936845,6305901.88548791,327.272727272727,332228.434141209,6305691.5721047,7.47477331059209e-05,7.47477331059209e-05,"SPZ4",115.19648594713,-33.3749533463191,"115.11.473E","33.22.298S"
"48",4,332093.273936845,6305901.88548791,327.272727272727,332093.273936845,6305901.88548791,7.47477331059209e-05,7.47477331059209e-05,"SPZ4",115.195072801422,-33.3730361829402,"115.11.423E","33.22.229S"
"49",4,332093.273936845,6305901.88548791,327.272727272727,331958.113732481,6306112.19887112,7.47477331059209e-05,7.47477331059209e-05,"SPZ4",115.193659716518,-33.3711190049882,"115.11.372E","33.22.160S"
"50",4,332093.273936845,6305901.88548791,327.272727272727,331822.953528117,6306322.51225433,7.47477331059209e-05,7.47477331059209e-05,"SPZ4",115.192246692408,-33.3692018124665,"115.11.321E","33.22.91S"
"51",5,355757.273936845,6297314.88548791,294.545454545455,356212.089934522,6297107.17798141,0.000130711068302956,0.000130711068302956,"SPZ5",115.452845100492,-33.4558323252445,"115.27.102E","33.27.210S"
"52",5,355757.273936845,6297314.88548791,294.545454545455,355984.681935684,6297211.03173466,0.000130711068302956,0.000130711068302956,"SPZ5",115.450415634346,-33.4548653823565,"115.27.15E","33.27.175S"
"53",5,355757.273936845,6297314.88548791,294.545454545455,355757.273936845,6297314.88548791,0.000130711068302956,0.000130711068302956,"SPZ5",115.447986223668,-33.4538983932472,"115.26.528E","33.27.140S"
"54",5,355757.273936845,6297314.88548791,294.545454545455,355529.865938006,6297418.73924116,0.000130711068302956,0.000130711068302956,"SPZ5",115.445556868458,-33.452931357922,"115.26.440E","33.27.106S"
"55",5,355757.273936845,6297314.88548791,294.545454545455,355302.457939168,6297522.59299441,0.000130711068302956,0.000130711068302956,"SPZ5",115.443127568719,-33.4519642763862,"115.26.353E","33.27.71S"
"56",6,338125.273936845,6294267.88548791,98.1818181818182,337630.363215905,6294339.04290705,7.47477331059209e-05,7.47477331059209e-05,"SPZ6",115.25248159144,-33.4781327144593,"115.15.89E","33.28.413S"
"57",6,338125.273936845,6294267.88548791,98.1818181818182,337877.818576375,6294303.46419748,7.47477331059209e-05,7.47477331059209e-05,"SPZ6",115.255137343543,-33.4784909909571,"115.15.185E","33.28.426S"
"58",6,338125.273936845,6294267.88548791,98.1818181818182,338125.273936845,6294267.88548791,7.47477331059209e-05,7.47477331059209e-05,"SPZ6",115.257793120075,-33.4788492112005,"115.15.281E","33.28.439S"
"59",6,338125.273936845,6294267.88548791,98.1818181818182,338372.729297315,6294232.30677834,7.47477331059209e-05,7.47477331059209e-05,"SPZ6",115.260448921028,-33.4792073751871,"115.15.376E","33.28.451S"
"60",6,338125.273936845,6294267.88548791,98.1818181818182,338620.184657785,6294196.72806878,7.47477331059209e-05,7.47477331059209e-05,"SPZ6",115.263104746395,-33.4795654829144,"115.15.472E","33.28.464S"
"61",1,339517.273936845,6289558.88548791,196.363636363636,339658.140215266,6290038.63197472,0.0002240341866163,0.0002240341866163,"MUZ1",115.273527400627,-33.5172090304637,"115.16.247E","33.31.20S"
"62",1,339517.273936845,6289558.88548791,196.363636363636,339587.707076055,6289798.75873132,0.0002240341866163,0.0002240341866163,"MUZ1",115.272726323462,-33.5193610399242,"115.16.218E","33.31.97S"
"63",1,339517.273936845,6289558.88548791,196.363636363636,339517.273936845,6289558.88548791,0.0002240341866163,0.0002240341866163,"MUZ1",115.271925204407,-33.521513042219,"115.16.189E","33.31.174S"
"64",1,339517.273936845,6289558.88548791,196.363636363636,339446.840797635,6289319.01224451,0.0002240341866163,0.0002240341866163,"MUZ1",115.271124043457,-33.5236650373468,"115.16.160E","33.31.252S"
"65",1,339517.273936845,6289558.88548791,196.363636363636,339376.407658424,6289079.1390011,0.0002240341866163,0.0002240341866163,"MUZ1",115.270322840606,-33.5258170253062,"115.16.132E","33.31.329S"
"66",2,324901.273936845,6291220.88548791,196.363636363636,325042.140215266,6291700.63197472,0.000248995150253468,0.000248995150253468,"MUZ2",115.116546172066,-33.4999335112761,"115.6.596E","33.29.598S"
"67",2,324901.273936845,6291220.88548791,196.363636363636,324971.707076055,6291460.75873132,0.000248995150253468,0.000248995150253468,"MUZ2",115.11574143578,-33.5020843839447,"115.6.567E","33.30.75S"
"68",2,324901.273936845,6291220.88548791,196.363636363636,324901.273936845,6291220.88548791,0.000248995150253468,0.000248995150253468,"MUZ2",115.114936657272,-33.5042352492869,"115.6.538E","33.30.152S"
"69",2,324901.273936845,6291220.88548791,196.363636363636,324830.840797635,6290981.01224451,0.000248995150253468,0.000248995150253468,"MUZ2",115.114131836536,-33.5063861073014,"115.6.509E","33.30.230S"
"70",2,324901.273936845,6291220.88548791,196.363636363636,324760.407658424,6290741.1390011,0.000248995150253468,0.000248995150253468,"MUZ2",115.113326973565,-33.508536957987,"115.6.480E","33.30.307S"
"71",3,354133.273936845,6292605.88548791,294.545454545455,354588.089934522,6292398.17798141,0.000227268946082387,0.000227268946082387,"MUZ3",115.434613004535,-33.4980708680215,"115.26.46E","33.29.531S"
"72",3,354133.273936845,6292605.88548791,294.545454545455,354360.681935684,6292502.03173466,0.000227268946082387,0.000227268946082387,"MUZ3",115.432182595354,-33.4971035456787,"115.25.559E","33.29.496S"
"73",3,354133.273936845,6292605.88548791,294.545454545455,354133.273936845,6292605.88548791,0.000227268946082387,0.000227268946082387,"MUZ3",115.429752241787,-33.4961361770653,"115.25.471E","33.29.461S"
"74",3,354133.273936845,6292605.88548791,294.545454545455,353905.865938006,6292709.73924116,0.000227268946082387,0.000227268946082387,"MUZ3",115.427321943835,-33.4951687621866,"115.25.384E","33.29.426S"
"75",3,354133.273936845,6292605.88548791,294.545454545455,353678.457939168,6292813.59299441,0.000227268946082387,0.000227268946082387,"MUZ3",115.4248917015,-33.4942013010479,"115.25.296E","33.29.391S"
"76",4,341837.273936845,6285680.88548791,65.4545454545455,341382.457939168,6285473.17798141,0.000183293562037633,0.000183293562037633,"MUZ4",115.291276763663,-33.5586265727834,"115.17.286E","33.33.311S"
"77",4,341837.273936845,6285680.88548791,65.4545454545455,341609.865938006,6285577.03173466,0.000183293562037633,0.000183293562037633,"MUZ4",115.293744005803,-33.5577240587156,"115.17.375E","33.33.278S"
"78",4,341837.273936845,6285680.88548791,65.4545454545455,341837.273936845,6285680.88548791,0.000183293562037633,0.000183293562037633,"MUZ4",115.296211198377,-33.5568214937078,"115.17.464E","33.33.246S"
"79",4,341837.273936845,6285680.88548791,65.4545454545455,342064.681935684,6285784.73924116,0.000183293562037633,0.000183293562037633,"MUZ4",115.298678341382,-33.5559188777648,"115.17.552E","33.33.213S"
"80",4,341837.273936845,6285680.88548791,65.4545454545455,342292.089934522,6285888.59299441,0.000183293562037633,0.000183293562037633,"MUZ4",115.301145434816,-33.5550162108916,"115.18.41E","33.33.181S"
"81",5,332325.273936845,6290112.88548791,130.909090909091,331947.399149668,6290440.31585488,0.000248995150253468,0.000248995150253468,"MUZ5",115.19061308511,-33.5124029945405,"115.11.262E","33.30.447S"
"82",5,332325.273936845,6290112.88548791,130.909090909091,332136.336543256,6290276.6006714,0.000248995150253468,0.000248995150253468,"MUZ5",115.192615753762,-33.5139085998497,"115.11.334E","33.30.501S"
"83",5,332325.273936845,6290112.88548791,130.909090909091,332325.273936845,6290112.88548791,0.000248995150253468,0.000248995150253468,"MUZ5",115.194618492139,-33.5154141747306,"115.11.406E","33.30.555S"
"84",5,332325.273936845,6290112.88548791,130.909090909091,332514.211330434,6289949.17030443,0.000248995150253468,0.000248995150253468,"MUZ5",115.196621300246,-33.5169197191776,"115.11.478E","33.31.9S"
"85",5,332325.273936845,6290112.88548791,130.909090909091,332703.148724022,6289785.45512094,0.000248995150253468,0.000248995150253468,"MUZ5",115.198624178087,-33.5184252331852,"115.11.550E","33.31.63S"
"86",6,346709.273936845,6291497.88548791,130.909090909091,346331.399149668,6291825.31585488,0.0002240341866163,0.0002240341866163,"MUZ6",115.345661316164,-33.5020810672038,"115.20.444E","33.30.75S"
"87",6,346709.273936845,6291497.88548791,130.909090909091,346520.336543256,6291661.6006714,0.0002240341866163,0.0002240341866163,"MUZ6",115.347666553865,-33.5035842436635,"115.20.516E","33.30.129S"
"88",6,346709.273936845,6291497.88548791,130.909090909091,346709.273936845,6291497.88548791,0.0002240341866163,0.0002240341866163,"MUZ6",115.349671861215,-33.5050873894193,"115.20.588E","33.30.183S"
"89",6,346709.273936845,6291497.88548791,130.909090909091,346898.211330434,6291334.17030443,0.000183293562037633,0.000183293562037633,"MUZ6",115.351677238218,-33.5065905044659,"115.21.60E","33.30.237S"
"90",6,346709.273936845,6291497.88548791,130.909090909091,347087.148724022,6291170.45512094,0.000183293562037633,0.000183293562037633,"MUZ6",115.353682684879,-33.5080935887975,"115.21.133E","33.30.291S"
